Percent admitted,Admissions yield,Tuition and fees,Control of institution,Degree of urbanization,Total enrollment,Undergraduate enrollment,Graduate enrollment,Asian proportion,Black proportion,Hispanic/Latino proportion,Whie proportion,Student-to-faculty ratio,Full-time retention rate,Undergraduates in state,Undergraduates out of state,Undergraduates foreign,Graduation rate,Average professor salary,Total FTE staff,Total library expenditures per FTE,Total dormitory capacity,Books and supplies 2017-18,Full-time enrollment,Part-time enrollment
,,,Private for-profit,City: Small,32,32,0,0,97,0,3,11,100,,,,67,,3,,,,17,15
,,,Private for-profit,Town: Distant,33,33,0,0,55,0,42,16,50,,,,67,,3,,,,33,0
,,,Private for-profit,Suburb: Small,59,59,0,0,5,2,93,15,80,,,,67,,6,,,,59,0
,,,Private for-profit,Suburb: Small,2265,2265,0,2,26,12,55,15,87,,,,66,,230,,,,2265,0
,,17868,Private not-for-profit,Rural: Fringe,146,146,0,5,0,32,57,7,82,1,16,0,40,38827,52,1563,175,1300,139,7
,,,Private for-profit,Suburb: Small,103,103,0,5,17,3,64,12,83,5,1,0,45,,13,,,,72,31
,,,Private for-profit,City: Small,39,39,0,0,21,8,69,20,80,20,0,0,71,,5,,,,39,0
,,3966,Public,Rural: Fringe,2221,2221,0,1,22,3,58,23,61,387,2,2,24,40036,125,195,,1200,1086,1135
,,16694,Private not-for-profit,City: Midsize,421,421,0,1,64,2,28,18,62,,,,37,,42,,,,421,0
,,,Public,City: Midsize,,,,,,,,,,,,,,,54,,,,,
,,4185,Public,City: Small,3347,3347,0,1,23,4,66,22,59,671,8,2,38,68074,193,108,,1300,1694,1653
,,,Private for-profit,City: Large,33,33,0,45,55,0,0,20,100,,,,69,,12,,,,10,23
88,70,8153,Public,City: Small,14285,13317,968,1,18,7,62,21,66,2615,57,78,41,81217,1270,364,2387,1300,9359,4926
45,51,8666,Public,City: Midsize,6118,5149,969,2,92,1,3,24,64,,,,29,77603,1071,246,2235,1300,5014,1104
25,54,6421,Public,City: Large,2546,2108,438,1,77,1,3,20,52,187,11,8,20,61834,292,339,698,1300,1806,740
,,4184,Public,City: Midsize,3088,3088,0,0,90,0,5,20,41,421,133,71,9,54197,251,185,240,1600,1595,1493
51,56,9888,Public,City: Midsize,17297,15666,1631,2,19,5,65,24,75,2825,128,29,44,109575,1899,296,3190,1220,13691,3606
,,4103,Public,Rural: Fringe,4995,4995,0,0,28,4,36,27,47,581,3,0,41,,192,102,,1220,1517,3478
21,25,52960,Private not-for-profit,City: Large,12384,7871,4513,5,8,7,62,8,93,,,,83,146788,4721,1695,4071,1200,10486,1898
64,16,23606,Private not-for-profit,City: Large,3044,2293,751,11,70,4,6,14,72,300,399,12,44,100264,729,811,1433,1300,2885,159
,,2946,Public,Town: Distant,1961,1961,0,1,42,4,48,21,69,,,,41,,83,,,1300,619,1342
,,12475,Private for-profit,City: Small,627,517,110,1,3,4,77,19,,31,2,0,27,,38,0,,0,112,515
68,28,43542,Private not-for-profit,Town: Remote,354,349,5,3,1,3,65,10,76,,,,66,73426,89,1213,157,600,334,20
22,42,52042,Private not-for-profit,City: Small,1787,1787,0,4,5,8,70,10,95,50,415,45,92,132972,749,2130,1694,900,1787,0
,,,Private for-profit,City: Small,248,248,0,0,1,1,73,18,66,,,,37,,30,,,,182,66
14,51,51848,Private not-for-profit,Town: Fringe,1816,1816,0,7,6,11,62,9,96,47,420,34,95,146530,929,3600,1693,840,1813,3
82,100,11506,Private not-for-profit,City: Small,188,188,0,2,2,1,84,6,83,8,0,0,100,,26,2355,14,1200,44,144
,,3660,Public,Rural: Fringe,2945,2945,0,1,8,2,67,17,62,585,35,5,23,,168,186,250,1400,1180,1765
16,31,53120,Private not-for-profit,Town: Remote,1917,1917,0,7,4,7,64,10,94,63,441,48,92,104651,736,2690,1817,735,1917,0
,,3747,Public,City: Small,2567,2567,0,1,1,1,84,14,56,460,9,0,26,,216,120,263,1400,1145,1422
,,3757,Public,Rural: Fringe,2554,2554,0,1,1,1,86,19,63,,,,45,,121,180,,1400,565,1989
,,22775,Private not-for-profit,Rural: Fringe,54,54,0,0,0,6,87,7,88,,,,100,,11,,,2241,54,0
,,7808,Public,Town: Distant,4014,4014,0,1,1,2,76,15,54,292,6,0,17,83262,345,289,,1200,1317,2697
83,27,9458,Public,Town: Remote,2080,1811,269,1,2,2,85,13,72,369,67,1,51,77668,349,327,1025,900,1673,407
97,24,7965,Public,Rural: Remote,1760,1760,0,1,2,2,53,14,61,105,18,12,35,74960,130,280,225,1000,582,1178
,,7680,Public,Rural: Remote,701,701,0,0,2,5,73,12,63,85,13,1,32,69153,88,488,268,800,367,334
92,19,10902,Public,Suburb: Small,11240,9279,1961,1,2,3,80,16,75,1153,1103,40,58,109317,2328,1019,3650,1000,9007,2233
,,,Public,Suburb: Small,,,,,,,,,,,,,,,402,,,,,
80,40,13278,Public,Rural: Distant,1037,1018,19,1,1,2,87,13,77,,,,69,100279,266,461,652,1000,1000,37
95,13,7885,Public,Rural: Fringe,1414,1414,0,1,2,2,76,15,57,121,42,7,29,70920,149,229,349,900,716,698
81,16,36530,Private not-for-profit,Suburb: Midsize,8281,4423,3858,6,6,1,60,13,78,193,455,2,59,97151,1132,548,1519,1400,5597,2684
,,3681,Public,Town: Remote,841,841,0,0,1,2,74,12,54,166,1,0,45,,89,256,154,1400,421,420
,,,Private for-profit,City: Small,186,186,0,0,4,1,89,14,72,,,,61,,14,,,,141,45
68,24,34050,Private not-for-profit,City: Small,517,459,58,4,3,4,79,10,72,27,85,2,53,58020,114,323,285,1250,488,29
80,25,34610,Private not-for-profit,Rural: Fringe,2291,1533,758,2,2,3,62,10,82,,,,59,70093,410,332,798,1200,1127,1164
,,,Private for-profit,Suburb: Midsize,183,183,0,2,3,2,89,11,82,,,,69,,23,,,,133,50
,,3710,Public,City: Small,5972,5972,0,2,7,3,80,18,56,1092,119,2,20,65760,370,109,450,1400,2417,3555
83,25,8638,Public,City: Small,7794,6110,1684,2,4,3,74,14,68,699,204,0,33,98788,1140,538,1140,1200,4613,3181
,,26110,Private not-for-profit,Rural: Fringe,1802,1663,139,1,3,1,70,21,63,,,,48,71667,161,216,573,800,832,970
89,22,28350,Private not-for-profit,Rural: Remote,733,704,29,1,1,1,84,15,64,,,,66,61690,165,357,568,500,707,26
,,3636,Public,Town: Remote,372,372,0,0,0,2,80,12,62,127,0,0,47,,69,577,150,1400,207,165
,,,Private for-profit,City: Small,25,25,0,12,56,12,8,7,53,,,,69,,3,,,,9,16
,,3940,Public,City: Small,2717,2717,0,1,10,1,83,13,58,,,,22,63317,365,247,236,1624,1248,1469
,,4646,Public,Suburb: Large,13354,13354,0,4,17,8,58,17,72,2111,8,26,20,78248,1181,182,,1262,3815,9539
,,,Private for-profit,City: Small,309,309,0,2,72,4,14,34,69,52,0,0,57,,22,,,,309,0
,,,Private for-profit,City: Small,157,157,0,0,44,8,48,20,52,,,,52,,16,,,,82,75
,,,Private for-profit,City: Large,46,46,0,0,98,2,0,25,75,,,,83,,9,,,,29,17
,,3074,Public,City: Large,4188,4188,0,2,73,3,7,15,46,645,3,0,13,72190,533,452,,2000,1333,2855
81,37,8824,Public,City: Large,5565,2949,2616,4,42,3,37,14,68,,,,33,135653,745,1092,,1600,2800,2765
36,28,8064,Public,Suburb: Large,6148,5187,961,1,82,4,3,16,72,,,,40,98061,581,379,1400,2500,4798,1350
75,23,24788,Private not-for-profit,Suburb: Large,736,431,305,5,30,8,44,16,72,,,,52,69794,76,472,204,1300,464,272
,,4005,Public,Rural: Fringe,2468,2468,0,1,9,5,76,14,55,,,,21,71653,278,202,,2400,867,1601
,,3690,Public,Rural: Fringe,7201,7201,0,3,25,7,56,18,64,1603,10,7,28,81516,761,203,,1154,2642,4559
,,3818,Public,Rural: Distant,2189,2189,0,2,14,5,69,16,61,,,,18,72158,290,258,,986,580,1609
61,24,23400,Private not-for-profit,Suburb: Large,1069,873,196,6,47,13,9,9,78,58,49,2,37,54106,210,647,400,1200,712,357
37,17,7474,Public,City: Large,2893,2507,386,1,77,2,1,14,66,,,,24,81210,505,565,650,800,2004,889
,,,Private for-profit,City: Small,51,51,0,2,63,0,31,17,100,,,,56,,5,,,,51,0
,,,Private for-profit,Suburb: Large,448,448,0,0,77,0,23,16,89,,,,77,,51,,,,448,0
,,3520,Public,City: Small,6220,6220,0,5,13,12,64,17,67,,,,31,80289,633,98,,1200,2027,4193
72,31,8914,Public,Suburb: Small,5396,4725,671,2,28,5,53,14,74,693,73,8,49,82888,811,524,1272,1400,4025,1371
,,3948,Public,Rural: Distant,673,673,0,0,21,2,74,16,62,,,,32,60737,174,281,170,1400,472,201
79,15,43440,Private not-for-profit,City: Small,2236,1538,698,3,13,7,49,10,78,,,,66,97718,481,876,1229,1200,1565,671
,,14263,Private for-profit,Suburb: Midsize,564,470,94,0,14,3,62,19,,22,21,0,0,,29,0,,0,151,413
,,3616,Public,Suburb: Midsize,4069,4069,0,2,10,6,74,17,59,,,,37,71247,372,135,,1720,999,3070
,,3643,Public,Rural: Fringe,6109,6109,0,2,16,5,70,19,67,,,,29,74649,569,327,,1300,2185,3924
81,22,37960,Private not-for-profit,City: Small,2112,1128,984,3,13,7,62,10,78,166,85,5,61,82176,291,471,674,1200,1235,877
,,3888,Public,City: Small,9476,9476,0,12,30,10,34,14,69,,,,19,78664,906,134,,2400,3418,6058
,,,Private for-profit,Suburb: Midsize,37,37,0,0,8,8,78,15,71,,,,50,,13,,,,37,0
13,42,52170,Private not-for-profit,City: Large,25151,6109,19042,14,8,8,43,7,97,,,,93,163409,17762,2105,2781,1230,14393,10758
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Small,569,569,0,4,55,16,15,21,60,158,11,0,59,,54,,,,433,136
75,12,47560,Private not-for-profit,City: Large,5783,3924,1859,4,10,8,73,11,85,,,,81,112692,1094,579,3377,1250,4339,1444
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,7296,Public,Suburb: Large,59379,45604,13775,5,29,12,38,19,38,254,404,15,9,68135,2582,91,,0,9799,49580
,,,Public,City: Large,6703,929,5774,16,18,6,51,7,,,,,,148343,5881,1521,424,,5232,1471
60,26,11518,Public,Suburb: Large,13662,11234,2428,19,17,7,42,18,88,1571,135,55,63,121399,2092,738,4000,1200,10669,2993
45,28,10399,Public,Suburb: Large,40521,29868,10653,14,11,8,47,18,96,3613,1387,201,85,155840,9398,841,12344,1250,35815,4706
62,19,46990,Private not-for-profit,City: Large,2128,1749,379,10,7,8,41,8,87,68,209,146,72,,657,476,999,1500,1952,176
39,19,8042,Public,Town: Fringe,3490,2861,629,1,70,4,12,13,64,,,,38,89041,730,676,2206,2000,2987,503
,,,Private for-profit,City: Small,412,412,0,1,73,4,17,30,52,,,,43,,34,,,,412,0
,,,Private for-profit,City: Small,120,120,0,3,70,27,1,20,69,,,,85,,12,,,,64,56
,,4974,Public,City: Small,22875,22875,0,12,27,25,23,17,75,,,,23,86423,2292,353,,1462,8060,14815
64,26,7766,Public,City: Large,7747,6440,1307,1,76,3,3,13,75,,,,38,116691,1683,607,2020,2500,6807,940
64,13,40550,Private not-for-profit,Town: Fringe,2323,1817,506,3,15,10,66,12,76,,,,63,94901,433,351,1621,1300,1922,401
64,49,11900,Private not-for-profit,Suburb: Large,450,265,185,0,0,0,94,17,76,,,,49,57500,59,,360,250,430,20
,,,Private for-profit,Suburb: Large,447,447,0,1,96,2,1,25,51,,,,52,,25,,,,310,137
71,24,36070,Private not-for-profit,City: Large,2475,816,1659,7,24,7,55,7,82,129,25,0,43,70564,329,514,308,1200,846,1629
,,3770,Public,Suburb: Large,12113,12113,0,4,71,12,4,15,56,1857,58,3,9,72235,1186,153,,1500,3320,8793
,,,Private for-profit,City: Large,452,452,0,1,79,4,12,30,61,98,0,0,57,,33,,,,452,0
,,,Private for-profit,Suburb: Large,26,26,0,4,12,15,65,7,93,,,,90,,11,,,,14,12
,,,Private for-profit,Suburb: Large,80,80,0,0,54,5,39,25,68,,,,74,,9,,,,34,46
65,25,9582,Public,Suburb: Small,8714,7782,932,3,14,4,71,16,83,,,,71,86933,1320,386,2270,1300,7711,1003
82,25,14496,Public,Suburb: Small,1598,1570,28,4,9,8,71,10,87,311,30,1,78,83395,418,1067,1507,800,1544,54
,,,Private not-for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
54,30,51795,Private not-for-profit,Suburb: Large,513,458,55,4,2,5,66,7,87,9,84,29,67,,164,831,352,630,499,14
,,,Private for-profit,Suburb: Large,529,529,0,2,57,35,3,29,71,143,4,0,72,,31,,,,529,0
77,28,9694,Public,City: Small,22705,19596,3109,6,20,7,57,17,85,2144,552,43,72,85920,2624,308,5073,1080,18174,4531
,,,Private not-for-profit,Suburb: Large,1183,0,1183,4,17,2,64,,,,,,,61803,180,295,,,643,540
,,,Public,City: Large,,,,,,,,,,,,,,,97,,,,,
8,87,,Public,Suburb: Large,4495,4495,0,7,7,12,63,8,95,,,,91,104916,762,713,4650,,4495,0
61,20,35490,Private not-for-profit,Rural: Fringe,3876,3397,479,4,28,5,55,16,81,,,,54,91364,618,306,2000,1400,3004,872
48,14,44820,Private not-for-profit,Town: Distant,1484,1484,0,3,8,6,68,11,85,,,,76,96365,500,924,1351,1400,1456,28
85,19,41800,Private not-for-profit,Suburb: Small,2819,1590,1229,2,13,5,71,11,81,288,160,1,68,81380,550,606,1367,1200,1673,1146
,,3000,Public,Rural: Fringe,3109,3109,0,2,25,5,61,16,46,593,17,3,20,65895,296,217,,1600,798,2311
55,18,38850,Private not-for-profit,City: Midsize,2798,512,2286,1,1,2,2,14,70,,,,,96535,202,,155,1000,2798,0
,,12040,Private for-profit,City: Large,1175,941,234,3,16,9,51,15,,6,17,0,53,,71,,,1000,227,948
72,27,34470,Private not-for-profit,City: Midsize,3283,1372,1911,2,13,12,60,18,60,,,,41,72144,401,253,853,1200,1753,1530
13,39,54310,Private not-for-profit,Suburb: Large,1836,1836,0,14,11,13,44,8,97,60,366,44,95,154033,945,3707,1820,1000,1836,0
,,,Private not-for-profit,City: Small,85,0,85,2,21,4,62,,,,,,,81279,17,2117,,,45,40
79,16,37130,Private not-for-profit,Rural: Fringe,1445,1120,325,2,11,10,63,12,69,174,98,0,41,60822,186,201,711,1000,942,503
26,100,,Public,Suburb: Large,49,49,0,2,35,14,47,8,100,10,0,0,64,,7,,,,49,0
79,14,39598,Private not-for-profit,City: Midsize,2481,2084,397,2,5,7,74,11,82,,,,71,97215,424,567,1879,1000,2081,400
24,32,49664,Private not-for-profit,Suburb: Large,3329,2342,987,10,5,9,37,13,96,,,,92,187454,884,709,1894,1080,2783,546
57,100,,Private for-profit,City: Midsize,51,51,0,4,2,2,88,7,,3,1,0,,,10,,,,0,51
73,45,12600,Private not-for-profit,City: Large,80,80,0,1,4,10,84,7,71,,,,58,53517,16,,150,800,57,23
63,16,33557,Private not-for-profit,Suburb: Large,3298,1947,1351,2,11,14,62,13,70,,,,57,90787,420,310,411,1100,1923,1375
44,19,22320,Private for-profit,City: Large,717,717,0,4,22,15,44,15,48,,,,30,66463,85,284,65,1500,430,287
,,,Private for-profit,Suburb: Large,120,120,0,3,33,11,50,15,79,31,3,0,68,,20,,,,74,46
69,11,38250,Private not-for-profit,City: Midsize,1892,1882,10,2,7,8,69,14,73,,,,38,73296,311,234,916,960,1532,360
44,26,48000,Private not-for-profit,City: Small,5543,4272,1271,8,3,6,55,11,92,338,512,151,91,171920,944,525,4000,1260,4912,631
53,41,42750,Private not-for-profit,City: Large,6762,6282,480,4,7,9,43,10,84,,,,64,97038,1265,389,1449,474,5314,1448
,,5212,Public,Rural: Fringe,1847,1847,0,2,7,8,74,10,57,,,,18,75117,226,359,,1038,625,1222
,,,Private for-profit,City: Large,160,160,0,3,39,19,23,20,67,,,,50,,13,,,,114,46
,,21174,Private not-for-profit,City: Large,695,344,351,6,5,9,43,3,68,14,3,9,10,,154,1052,,1200,641,54
,,,Private not-for-profit,Suburb: Large,144,0,144,5,4,7,59,,,,,,,,22,,,,48,96
32,26,53346,Private not-for-profit,City: Small,14628,9921,4707,8,4,9,58,13,95,,,,92,182904,3733,2231,7757,1250,13209,1419
25,23,52082,Private not-for-profit,City: Large,33355,18080,15275,12,4,9,40,10,93,,,,87,181568,9219,782,11403,1000,26986,6369
34,21,53537,Private not-for-profit,City: Small,5721,3635,2086,10,5,6,45,10,94,179,505,174,90,146891,1638,1331,2792,1000,5158,563
80,30,10012,Public,Suburb: Large,11019,9558,1461,2,10,7,75,19,76,1438,64,4,59,100954,1257,119,3295,800,8311,2708
,,4656,Public,Suburb: Large,7637,7637,0,2,8,9,69,16,60,1556,71,0,21,67528,697,165,,2000,3333,4304
75,50,,Private not-for-profit,Suburb: Large,258,258,0,1,14,2,76,18,60,,,,11,,23,,,,185,73
,,4224,Public,City: Large,11881,11881,0,11,25,24,21,20,64,,,,14,74932,596,101,,2100,4128,7753
,,14940,Private not-for-profit,City: Large,2261,750,1511,2,22,30,34,11,83,21,1,0,11,72953,225,161,,1500,910,1351
,,4536,Public,City: Small,3221,3221,0,2,6,7,71,12,59,547,4,0,24,66977,317,335,,1200,990,2231
,,,Private for-profit,Suburb: Large,161,161,0,4,3,12,80,12,94,,,,87,,23,,,,76,85
78,33,36103,Private not-for-profit,Suburb: Large,870,870,0,3,32,10,49,8,,11,2,0,100,57176,95,362,,1200,36,834
56,13,44400,Private not-for-profit,City: Midsize,3153,2240,913,6,4,7,52,10,86,,,,83,123614,691,824,1762,800,2959,194
,,,Private not-for-profit,Suburb: Large,18,0,18,6,0,0,78,,,,,,,45795,9,,,,18,0
90,11,38936,Private not-for-profit,Suburb: Large,2799,2565,234,2,11,7,66,13,68,,,,52,104126,479,628,1573,1100,2098,701
,,,Private for-profit,Suburb: Large,272,272,0,3,27,46,19,23,66,91,2,0,62,,22,,,,191,81
86,12,38090,Private not-for-profit,Suburb: Large,1301,1301,0,2,14,8,53,17,62,,,,42,64463,225,249,1001,1000,1101,200
100,100,,Public,Suburb: Large,59,59,0,7,10,2,78,9,67,,,,33,,8,,,,50,9
,,,Private for-profit,Suburb: Large,189,189,0,5,23,29,39,17,68,28,9,0,64,,29,,,,189,0
68,20,31780,Private not-for-profit,Suburb: Large,848,694,154,3,22,12,53,8,67,,,,49,61973,182,647,594,1200,659,189
46,20,44832,Private not-for-profit,City: Large,4459,3812,647,4,3,11,63,15,88,167,665,100,81,117632,848,402,1953,1150,4318,141
73,11,38844,Private not-for-profit,City: Large,2083,1947,136,4,6,10,67,13,78,272,194,8,66,113158,327,564,1241,880,1815,268
81,27,32154,Private not-for-profit,Suburb: Large,4795,3344,1451,1,2,4,82,14,84,,,,75,89186,660,217,2539,1275,3435,1360
,,,Private not-for-profit,City: Midsize,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,33,33,0,0,6,21,70,8,63,,,,37,,9,,,,33,0
66,12,30499,Private not-for-profit,City: Large,1923,1882,41,1,9,9,27,16,60,,,,32,71338,182,242,344,2000,760,1163
80,26,10155,Public,Suburb: Midsize,7075,4117,2958,3,7,9,75,14,78,693,57,0,60,102072,616,315,1732,1000,4427,2648
68,19,9920,Public,City: Small,5691,4126,1565,4,9,11,68,14,76,735,29,0,54,98949,583,354,1978,1000,3687,2004
,,17450,Public,City: Large,609,609,0,11,28,25,24,10,,190,1,0,48,72266,100,301,24,1000,484,125
89,16,36740,Private not-for-profit,Suburb: Large,1963,1591,372,5,5,7,70,11,83,119,270,23,70,82084,491,432,1429,800,1657,306
,,,Private not-for-profit,Suburb: Large,1734,0,1734,10,13,6,39,,,,,,,67891,181,1317,364,,575,1159
,,5450,Public,Town: Distant,1830,1830,0,4,4,8,74,11,63,288,21,3,25,73374,225,379,,1475,564,1266
63,22,51608,Private not-for-profit,Suburb: Large,1268,1268,0,2,7,12,62,10,76,,,,62,114262,404,1504,1182,850,1268,0
5,83,48949,Private not-for-profit,City: Midsize,31120,9965,21155,15,5,8,42,7,98,232,1243,208,96,226394,17320,7075,13723,1000,20918,10202
,,,Private not-for-profit,City: Small,181,46,135,0,0,2,91,1,,,,,,74963,81,793,,,106,75
100,45,22490,Private not-for-profit,Suburb: Large,170,78,92,2,0,2,83,9,71,,,,52,62291,70,4124,255,600,162,8
40,31,50630,Private not-for-profit,City: Midsize,2855,2855,0,5,4,10,71,10,95,,,,92,131826,1047,1428,2522,1000,2827,28
,,4662,Public,Suburb: Large,5565,5565,0,2,6,27,58,15,58,1339,18,0,23,72053,597,241,,1600,2506,3059
81,14,34600,Private not-for-profit,City: Small,2055,1731,324,2,7,9,64,13,73,233,167,11,54,93729,380,378,1325,1000,1702,353
,,27655,Private not-for-profit,Suburb: Large,281,281,0,3,7,7,59,6,,,,,100,,56,,,1150,18,263
73,17,26675,Private not-for-profit,City: Midsize,4732,2096,2636,3,6,8,63,10,80,,,,60,93710,656,454,896,1500,2346,2386
93,43,40780,Private not-for-profit,City: Midsize,217,46,171,3,3,2,23,6,82,,,,64,77000,78,631,,500,202,15
,,,Private for-profit,Suburb: Large,92,92,0,9,2,21,65,15,17,,,,68,,9,,,,36,56
69,26,14800,Public,Suburb: Large,18315,14012,4303,10,6,9,59,17,86,1837,173,29,60,147710,1874,309,4916,1200,11762,6553
,,,Private for-profit,City: Midsize,21,21,0,0,33,48,14,7,80,,,,78,,8,,,,16,5
,,,Private for-profit,Suburb: Large,35,35,0,11,14,3,71,5,75,,,,75,,9,,,,17,18
58,20,15411,Public,Suburb: Large,30340,23388,6952,9,4,6,61,18,91,3464,849,399,77,153362,5591,696,14044,1000,24142,6198
75,24,13828,Public,City: Large,16415,12660,3755,11,15,14,38,17,78,,,,48,140773,2028,366,,800,10926,5489
,,5088,Public,Suburb: Large,4629,4629,0,5,13,17,51,16,56,1023,9,0,17,76246,371,188,,1200,1539,3090
84,17,32590,Private not-for-profit,City: Large,7208,3882,3326,21,8,6,41,15,83,,,,74,109301,726,376,1383,1172,6478,730
,,,Public,City: Large,,,,,,,,,,,,,,,385,,,,,
71,25,12700,Public,City: Large,2064,1933,131,8,4,10,59,9,87,281,128,15,73,103987,438,538,919,2100,1754,310
7,76,49892,Private not-for-profit,City: Midsize,11466,4547,6919,17,3,9,32,3,99,84,886,126,94,222819,12842,2581,5660,1000,11181,285
83,56,8398,Public,Suburb: Midsize,1780,1688,92,1,2,4,86,15,88,,,,75,92735,304,248,1615,1000,1699,81
,,,Public,City: Midsize,1095,0,1095,16,5,4,57,,,,,,,129470,4714,6196,,,1041,54
,,,Private not-for-profit,City: Small,748,5,743,6,8,4,67,5,,,,,,,175,814,,,539,209
,,,Private for-profit,Suburb: Large,61,61,0,2,21,15,61,10,90,,,,81,,5,,,,20,41
,,4680,Public,Suburb: Large,7154,7154,0,2,29,8,50,17,60,1393,10,0,17,70884,601,156,,1000,2956,4198
82,12,40190,Private not-for-profit,Suburb: Large,4191,3535,656,1,3,7,74,14,81,585,253,12,68,101720,677,432,2346,1000,3785,406
,,,Private not-for-profit,City: Large,1215,195,1020,9,6,8,67,10,,,,,,116138,200,171,,,951,264
,,4802,Public,Suburb: Large,8206,8206,0,13,8,17,56,18,62,1455,42,0,19,72593,588,206,,1290,2856,5350
,,32000,Private not-for-profit,Suburb: Large,368,368,0,2,2,8,43,12,81,41,51,0,57,58125,68,331,272,1600,351,17
51,30,47940,Private not-for-profit,Suburb: Large,2334,2210,124,9,5,7,47,9,91,88,288,153,86,121879,912,1667,2132,950,2181,153
75,22,35720,Private not-for-profit,City: Small,1555,1522,33,3,8,13,62,13,67,,,,40,81794,278,605,993,1000,1468,87
,,5428,Public,Rural: Fringe,3854,3854,0,2,7,16,68,11,54,635,28,0,21,80161,564,171,,1200,1345,2509
,,,Private not-for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Midsize,16,16,0,0,13,13,75,8,100,,,,48,,2,,,,16,0
33,27,46930,Private not-for-profit,City: Large,844,436,408,9,2,3,34,4,93,8,47,51,80,,331,1145,255,500,791,53
,,,Private not-for-profit,City: Large,527,0,527,26,1,3,41,,,,,,,102957,138,950,,,527,0
,,,Private not-for-profit,City: Large,556,0,556,6,7,12,66,,,,,,,123846,112,2560,,,377,179
74,58,24200,Private for-profit,City: Small,71,71,0,4,6,10,76,4,78,,,,65,,22,,,4500,71,0
75,8,34470,Private not-for-profit,Suburb: Large,620,620,0,6,34,17,39,12,57,102,64,6,39,74500,105,384,255,1500,545,75
93,19,34000,Private not-for-profit,Suburb: Large,1634,1340,294,1,7,8,79,17,77,216,153,4,51,86230,219,290,984,1400,1259,375
77,19,10135,Public,Town: Fringe,1588,1407,181,2,8,8,75,12,73,223,66,0,54,102625,338,565,1020,1200,1219,369
,,,Private not-for-profit,City: Large,154,154,0,7,3,5,82,10,80,,,,86,,33,,,,154,0
,,4944,Public,Suburb: Large,6087,6087,0,4,10,24,57,15,63,,,,18,72650,590,62,,1200,2171,3916
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
27,21,49497,Private not-for-profit,City: Large,21489,13825,7664,10,3,6,39,14,97,,,,87,178388,4047,691,9466,1000,20616,873
,,4992,Public,Suburb: Large,5726,5726,0,2,4,42,45,19,58,1113,142,2,18,67943,532,264,,1400,1943,3783
79,25,34578,Private not-for-profit,Suburb: Large,1580,1174,406,2,8,12,53,12,84,111,61,0,57,77834,240,505,405,1150,1076,504
51,32,30860,Private not-for-profit,Suburb: Large,450,419,31,2,23,14,11,14,59,,,,25,66206,113,479,475,800,448,2
,,,Private not-for-profit,Suburb: Large,73,0,73,7,7,11,74,,,,,,,44686,29,,80,,73,0
,,6306,Public,Suburb: Large,5343,5343,0,6,27,8,42,20,60,634,6,0,13,78621,278,138,,2000,2067,3276
,,5538,Public,City: Midsize,7368,7368,0,5,13,18,56,16,52,,,,19,72517,684,195,,960,2706,4662
82,17,39820,Private not-for-profit,Suburb: Large,2166,1250,916,4,16,9,51,11,82,,,,46,99078,419,524,744,1000,1555,611
